4-30-2018-7:20:45109,501,8,0E8A0E9402B502D3
396945,7EB,8,0642180000010200
396960,7E3,8,04021A0102000000
396976,7E3,8,04021B0102000000
396993,7EB,8,06421B0000010200
397032,7E3,8,04021C0102000000
397048,7EB,8,06421D0000010200
397065,7E3,8,02B0020000000000
397080,7E3,8,3007000000000000
397103,7EB,8,2100000000000000
397118,490,3,900000
397141,6B1,8,00DC0010191900D7
397166,7E3,8,3007000000000000
397181,7E3,8,02B0040000000000
397197,7EB,8,102BF00400000000
397231,490,3,900000
397259,7E3,8,02B0080000000000
397279,7EB,8,2100000000000000
397295,7E3,8,02B00B0000000000
397311,7E3,8,3007000000000000
397339,7EB,8,2100000000000000
397356,7E3,8,02B0060000000000
397371,501,8,0EA50E9C02A1029E
397401,7E3,8,3007000000000000
397417,490,3,900000
397433,7EB,8,0341010000000000
397449,7t,7,E380103000000000
397465,010,1,t7E
397480,7E3,8,0107000000000000
397507,501,8,0EA50E9C02A3029E
397523,210,3,900000
397552,7EB,8,0642010000010200
397569,7EB,8,0642030000010200
397597,7E3,8,0402040102000000
397637,501,8,0EA60E9502A002A2
397668,6B1,8,00DC0010191900D7
397685,7EB,8,0642090000010200
397701,7E3,8,04020A0102000000
397730,490,3,900000
397745,000,,t7
397762,200,1,48
397792,7E3,8,04020D0102000000
397830,7E3,8,04020F0102000000
397846,501,8,0EA40E97029E02A2
397876,6B1,8,00DC0010191900D7
397923,7EB,8,0642130000010200
397938,7EB,8,0642160000010200
397954,7E3,8,0402170102000000
397983,7EB,8,0642170000010200
398000,7EB,8,0642190000010200
398023,7E3,8,04021A0102000000
398039,7E3,8,04021B0102000000
398054,7E3,8,04021C0102000000
398081,7EB,8,06421C0000010200
398097,501,8,0EA80E9C029E029E
398120,000,0,00
398135,7E3,8,02B0030000000000
398163,7E3,8,3007000000000000
398179,7E3,8,02B0040000000000
398230,123,2,ABCD
398256,7EB,8,2100000000000000
398282,6B1,8,00DC0010191900D7
398305,7EB,8,2100000000000000
398348,490,3,900000
398364,7E3,8,0201010000000000
398394,6B1,8,00DC0010191900D7
398421,7E3,8,010A000000000000
398454,501,8,0EA80E9402A6029A
398469,7E3,8,0402010102000000
398501,6B1,8,00DC0010191900D7
398516,490,3,900000
398533,7E3,8,0402040102000000
398549,7EB,8,0642040000010200
398566,501,8,0EA80E9C029F02A4
398593,7E3,8,0402050102000000
398609,490,3,900000
398625,7EB,8,0642070000010200
398641,7EB,8,0642080000010200
398658,7EB,8,0642090000010200
398673,7E3,8,04020A0102000000
398697,7E3,8,04020B0102000000
398730,490,3,900000
398745,7EB,8,06420D0000010200
398761,200,1,48
398777,7EB,8,06420E0000010200
398793,123,2,ABCD
398829,7EB,8,06420F0A06010200
398846,7E3,8,0402110102000000
398862,7E3,8,0402120102000000
398878,7E3,8,0402130102000000
398893,7EB,8,0642130000010200
398924,7E3,8,0402140102000000
398940,7E3,8,0402150102000000
398955,7E3,8,0402160102000000
398972,7EB,8,0642160000010200
398988,123,2,ABCD
399026,6B1,8,00DC0010191900D7
399059,7EB,8,0642190000010200
399075,7EB,8,06421B0000010200
399090,7EB,8,06421C0000010200
399119,7E3,8,04021D0102000000
399135,7E3,8,02B0020000000000
399196,7E3,8,3007000000000000
399232,6B1,8,00DC0010191900D7
399248,7E3,8,02B0040000000000
399281,200,1,48
399297,7E3,8,02B0080000000000
399320,7EB,8,102BF00800000000
399347,7E3,8,3007000000000000
399362,7E3,8,0201010000000000
399378,7E3,8,02B00B0000000000
399429,123,2,ABCD
399444,7E3,8,3007000000000000
399472,600,1,01
399488,7E3,8,0103000000000000
399530,7E3,8,0107000000000000
399545,7EB,8,044A010A06000000
399574,7E3,8,0402000102000000
399590,7E3,8,0402020102000000
399607,7E3,8,0402030102000000
399622,7EB,8,0642030000010200
399638,402,0,40
399658,501,8,0EB20E9C02A3029E
399675,7EB,8,0642060000010200
399691,7EB,8,0642070000010200
399707,490,3,900000
399730,7E3,8,0402080102000000
399763,200,1,48
399779,7EB,8,06420A0000010200
399794,7E3,8,04020B0102000000
399839,7E3,8,04020C0102000000
399855,7EB,8,06420E0000010200
399870,7E3,8,04020F0102000000
399902,501,8,0EA80EA002A0029E
399947,490,3,900000
399963,7EB,8,0642130000010200
399980,7EB,8,0642140000010200
399996,7E3,8,0402150102000000
400019,200,1,48
400049,7E3,8,0402170102000000
400064,7EB,8,0642180000010200
400081,7E3,8,0402190102000000
400097,7E3,8,04021A0102000000
400150,490,3,900000
400166,7E3,8,02B0020000000000
400183,7EB,8,102BF00200000000
400208,7EB,8,2100000000000000
400224,7E3,8,02B0030000000000
400262,7E3,8,3007000000000000
400279,7E3,8,02B0040000000000
400317,7E3,8,3007000000000000
400333,7E3,8,02B0080000000000
400356,7E3,8,3007000000000000
400389,501,8,0EB00E9C02A402A6
400420,7E3,8,02B00B0000000000
400452,7E3,8,3007000000000000
400468,7E3,8,02B0060000000000
400485,501,8,0EA80E9702A6029E
400500,7E3,8,3007000000000000
400518,7EB,8,2100000000000000
400536,7E3,8,0103000000000000
400551,7E3,8,0107000000000000
400567,6B1,8,00DC0010191900D7
400582,7E3,8,010A000000000000
400598,501,8,0EAB0E9702A502A0
400624,490,3,900000
400639,7EB,8,0642010000010200
400655,7E3,8,0402020102000000
400685,6B1,8,00DC0010191900D7
400716,7E3,8,0402040102000000
400747,501,8,0EA80E9C029D02A3
400764,7EB,8,0642070000010200
400779,7E3,8,0402080102000000
400795,7E3,8,0402090102000000
400811,7EB,8,0642090000010200
400826,7E3,8,04020A0102000000
400843,501,8,0EA80E9C02A6029C
400859,7E3,8,04020B0102000000
400891,7E3,8,04020C0102000000
400916,7E3,8,04020D0102000000
400932,7EB,8,06420E0000010200
400947,7E3,8,04020F0102000000
400964,7EB,8,06420F0A06010200
400995,6B1,8,00DC0010191900D7
401033,7EB,8,0642110000010200
401066,7E3,8,0402140102000000
401089,7E3,8,0402150102000000
401125,7E3,8,0402160102000000
401142,7E3,8,0402180102000000
401158,7E3,8,0402190102000000
401173,7E3,8,04021A0102000000
401190,6B1,8,00DC0010191900D7
401216,7E3,8,04021B0102000000
401232,7E3,8,04021C0102000000
401248,200,1,48
401264,7EB,8,06421D0000010200
401279,7E3,8,02B0020000000000
401295,6B1,8,00DC0010191900D7
401320,7E3,8,3007000000000000
401335,7E3,8,02B0030000000000
401361,7E3,8,3007000000000000
401378,7E3,8,0201010000000000
401393,6B1,8,00DC0010191900D7
401409,490,3,900000
401441,7E3,8,3007000000000000
401457,600,1,01
401474,7E3,8,3007000000000000
401516,7EB,8,2100000000000000
401532,7E3,8,3007000000000000
401556,7EB,8,2100000000000000
401581,501,8,0EA00E9C029C02A3
401616,7E3,8,3007000000000000
401647,7EB,8,0243000000000000
401663,7E3,8,0107000000000000
401680,501,8,0EA80E9C029D02A2
401695,7EB,8,044A010A06000000
401718,6B1,8,00DC0010191900D7
401734,7E3,8,0402010102000000
401750,7E3,8,0402020102000000
401765,7E3,8,0402030102000000
401782,7E3,8,0402040102000000
401825,7EB,8,0642040000010200
401863,7E3,8,0402070102000000
401895,7E3,8,0402090102000000
401932,490,3,900000
401948,7E3,8,04020B0102000000
401980,7E3,8,04020C0102000000
402025,7E3,8,04020D0102000000
402053,7E3,8,04020F0102000000
402069,7E3,8,0402100102000000
402085,7E3,8,0402110102000000
402101,7E3,8,0402120102000000
402117,7EB,8,0642120000010200
402132,7E3,8,0402130102000000
402149,7E3,8,0402140102000000
402178,501,8,0EA90E9C02A502A0
402194,7E3,8,0402160102000000
402210,490,3,900000
402237,7EB,8,0642170000010200
402253,200,1,48
402268,7E3,8,0402190102000000
402285,501,8,0EA80E9602A2029E
402320,7E3,8,04021A0102000000
402337,6B1,8,00DC0010191900D7
402353,7E3,8,04021D0102000000
402369,7E3,8,0201010000000000
402384,123,2,ABCD
402422,7EB,8,102BF00200000000
402439,6B1,8,00DC0010191900D7
402455,600,1,01
402483,7E3,8,3007000000000000
402512,200,1,48
402528,501,8,0EA00E9C02A102A2
402548,6B1,8,00DC0010191900D7
402564,7E3,8,02B0080000000000
402579,123,2,ABCD
402612,7E3,8,3007000000000000
402649,7E3,8,02B00B0000000000
402665,7E3,8,02B0060000000000
402682,7EB,8,102BF00600000000
402712,7E3,8,3007000000000000
402729,7E3,8,0103000000000000
402770,7E3,8,0107000000000000
402786,123,2,ABCD
402803,490,3,900000
402818,7EB,8,0642020000010200
402834,7EB,8,0642030000010200
402857,7E3,8,0402040102000000
402873,7EB,8,0642050000010200
402928,501,8,0EA80E9702A0029F
402944,7E3,8,04020A0102000000
402976,6B1,8,00DC0010191900D7
402991,7E3,8,04020C0102000000
403010,200,1,48
403039,7E3,8,04020E0102000000
403055,6B1,8,00DC0010191900D7
403071,7E3,8,0402100102000000
403112,7E3,8,0402110102000000
403128,501,8,0E9F0EA0029C029E
403145,7E3,8,0402140102000000
403169,7E3,8,0402150102000000
403185,7EB,8,0642160000010200
403201,7EB,8,0642170000010200
403274,7E3,8,0402180102000000
403291,7E3,8,04021C0102000000
403312,7E3,8,04021D0102000000
403327,7E3,8,02B0020000000000
403369,7EB,8,102BF00200000000
403386,7E3,8,0201010000000000
403424,7E3,8,02B0030000000000
403440,7E3,8,02B0040000000000
403456,600,1,01
403489,6B1,8,00DC0010191900D7
403513,200,1,48
403540,7EB,8,2100000000000000
403556,7E3,8,02B00B0000000000
403571,7EB,8,102BF00B00000000
403608,123,2,ABCD
403625,7EB,8,102BF00600000000
403641,7E3,8,3007000000000000
403659,7EB,8,2200000000000000
403689,7E3,8,0103000000000000
403705,490,3,900000
403722,7EB,8,044A010A06000000
403738,7E3,8,0402000102000000
403753,200,1,48
403770,7EB,8,0642010000010200
403786,123,2,ABCD
403810,7EB,8,0642020000010200
403848,7E3,8,0402040102000000
403864,7E3,8,0402060102000000
403881,7EB,8,0642060000010200
403925,00D,7,t7E380402070102
403940,7EB,8,0642090000010200
403956,600,1,01
403973,7EB,8,06420A0000010200
403988,7EB,8,06420B0000010200
404018,200,1,48
404066,7E3,8,04020D0102000000
404109,7EB,8,0642100000010200
404125,7E3,8,0402120102000000
404141,7E3,8,0402130102000000
404157,7E3,8,0402140102000000
404173,7E3,8,0402150102000000
404189,7E3,8,0402160102000000
404211,501,8,0EAA0E9702A4029C
404228,7EB,8,0642180000010200
404242,7E3,8,0402190102000000
404275,7E3,8,04021A0102000000
404323,7E3,8,04021B0102000000
404338,7E3,8,02B0020000000000
404371,7E3,8,3007000000000000
404388,123,2,ABCD
404418,7EB,8,0341010000000000
404433,501,8,0EA80E9C02A4029E
404449,7EB,8,102BF00300000000
404466,7E3,8,3007000000000000
404489,7EB,8,2100000000000000
404520,490,3,900000
404536,7E3,8,3007000000000000
404562,7EB,8,2100000000000000
404577,123,2,ABCD
404593,7EB,8,102BF00800000000
404617,7E3,8,3007000000000000
404634,7E3,8,02B00B0000000000
404667,7E3,8,3007000000000000
404682,501,8,0EA20E9C029F02A0
404698,490,3,900000
404730,7E3,8,3007000000000000
404745,7E3,8,0103000000000000
404761,7E3,8,0107000000000000
404778,7EB,8,0247000000000000
404817,7E3,8,010A000000000000
404833,7E3,8,0402010102000000
404850,7E3,8,0402020102000000
404881,7E3,8,0402030102000000
404915,7E3,8,0402040102000000
404947,7E3,8,0402060102000000
404963,7E3,8,0402070102000000
404979,123,2,ABCD
405010,200,1,48
405041,7E3,8,04020A0102000000
405058,7E3,8,04020B0102000000
405089,7E3,8,04020C0102000000
405109,490,3,900000
405126,7EB,8,06420E0000010200
405142,6B1,8,00DC0010191900D7
405157,501,8,0EA00E9C02A5029E
405174,7E3,8,0402100102000000
405190,7EB,8,0642100000010200
405220,490,3,900000
405237,6B1,8,00DC0010191900D7
405253,7E3,8,0402130102000000
405269,7E3,8,0402140102000000
405284,501,8,0EA60E9C0299029E
405316,7EB,8,0642150000010200
405354,7E3,8,0402170102000000
405369,7E3,8,0201010000000000
405385,123,2,ABCD
405408,490,3,900000
405440,7EB,8,06421A0000010200
405471,600,1,01
405487,200,1,48
405523,7E3,8,04021D0102000000
405547,7EB,8,2100000000000000
405563,7E3,8,02B0030000000000
405589,7E3,8,3007000000000000
405604,490,3,900000
405620,7EB,8,102BF00400000000
405637,501,8,0EA60E9C02A202A2
405661,7EB,8,2100000000000000
405676,7E3,8,02B0080000000000
405709,7E3,8,3007000000000000
405725,7E3,8,02B00B0000000000
405770,7E3,8,3007000000000000
405786,123,2,ABCD
405801,7EB,8,102BF00600000000
405824,7E3,8,3007000000000000
405840,7E3,8,0103000000000000
405857,7E3,8,0107000000000000
405872,019,1,900D
405888,7E3,8,010A000000000000
405919,490,3,900000
405949,7EB,8,0642010000010200
405981,7E3,8,0402020102000000
406007,200,1,48
406022,7EB,8,0642040000010200
406052,7EB,8,0642050000010200
406081,7E3,8,0402070102000000
406097,7EB,8,0642080000010200
406128,7E3,8,0402090102000000
406143,7E3,8,04020B0102000000
406159,7EB,8,06420B0000010200
406184,7E3,8,04020C0102000000
406216,490,3,900000
406232,501,8,0EA90E9C029C029E
406263,7EB,8,06420F0A06010200
406305,7EB,8,0642110000010200
406320,7EB,8,0642130000010200
406337,7E3,8,0402140102000000
406366,7E3,8,0402150102000000
406382,123,2,ABCD
406397,7EB,8,0642160000010200
406414,7E3,8,0402170102000000
406430,7EB,8,0642170000010200
406445,600,1,01
406462,7E3,8,0402190102000000
406503,7EB,8,0642190000010200
406520,7EB,8,06421B0000010200
406549,7E3,8,04021C0102000000
406565,7E3,8,02B0020000000000
406580,123,2,ABCD
406613,6B1,8,00DC0010191900D7
406628,7E3,8,02B0030000000000
406661,7E3,8,3007000000000000
406677,7E3,8,02B0040000000000
406712,7E3,8,3007000000000000
406728,7E3,8,02B0080000000000
406760,200,1,48
406775,7E3,8,02B00B0000000000
406808,7E3,8,3007000000000000
406823,7E3,8,02B0060000000000
406839,501,8,0EA80E9C029E0296
406865,7EB,8,2100000000000000
406881,7E3,8,0103000000000000
406913,7EB,8,0243000000000000
406929,7EB,8,0247000000000000
406945,7E3,8,010A000000000000
406976,501,8,0EA80E98029F02A8
407005,200,1,48
407020,7E3,8,0402030102000000
407051,7EB,8,0642030000010200
407066,7EB,8,0642050000010200
407083,501,8,0EA90E9C02A0029B
407127,490,3,900000
407143,402,0,90
407158,7EB,8,06420A0000010200
407175,123,2,ABCD
407208,7E3,8,04020B0102000000
407224,7E3,8,04020D0102000000
407241,200,1,48
407255,7E3,8,04020E0102000000
407272,7EB,8,06420E0000010200
407303,7E3,8,04020F0102000000
407326,7E3,8,0402100102000000
407341,7EB,8,0642110000010200
407358,7E3,8,0201010000000000
407374,123,2,ABCD
407389,7E3,8,0402130102000000
407405,7EB,8,0642130000010200
407422,6B1,8,00DC0010191900D7
407450,7EB,8,0642140000010200
407479,7E3,8,0402160102000000
407503,7E3,8,0402180102000000
407519,7EB,8,0642190000010200
407534,6B1,8,00DC0010191900D7
407566,7E3,8,04021A0102000000
407582,7EB,8,06421B0000010200
407625,7EB,8,06421C0000010200
407641,7EB,8,102BF00200000000
407663,7EB,8,2100000000000000
407703,501,8,0E9F0E98029D029C
407719,7EB,8,102BF00400000000
407745,7E3,8,3007000000000000
407762,7E3,8,02B0080000000000
407777,123,2,ABCD
407803,7EB,8,2100000000000000
407820,7E3,8,02B00B0000000000
407848,7E3,8,3007000000000000
407864,7E3,8,02B0060000000000
407881,7EB,8,102BF00600000000
407896,490,3,900000
407917,7EB,8,2100000000000000
407934,7E3,8,0103000000000000
407964,6B1,8,00DC0010191900D7
407980,7EB,8,044A010A06000000
408005,200,1,48
408058,7E3,8,0402010102000000
408074,7EB,8,0642030000010200
408090,7EB,8,0642040000010200
408106,7E3,8,0402050102000000
408121,7EB,8,0642050000010200
408138,7E3,8,0402060102000000
408163,7EB,8,0642060000010200
408179,7EB,8,0642070000010200
408195,7EB,8,0642080000010200
408211,7E3,8,0402090102000000
408227,7E3,8,04020A0102000000
408242,200,1,48
408269,7E3,8,04020B0102000000
408284,7E3,8,04020C0102000000
408327,490,3,900000
408342,7EB,8,06420F0A06010200
408375,6B1,8,00DC0010191900D7
408416,7EB,8,0642100000010200
408433,7E3,8,0402120102000000
408448,7EB,8,0642120000010200
408476,7E3,8,0402130102000000
408501,200,1,48
408525,7E3,8,0402160102000000
408540,7E3,8,0402170102000000
408556,7EB,8,0642170000010200
408582,6B1,8,00DC0010191900D7
408598,490,3,900000
408616,7EB,8,06421A0000010200
408631,7EB,8,06421B0000010200
408646,7E3,8,04021C0102000000
408662,7EB,8,06421C0000010200
408679,6B1,8,00DC0010191900D7
408694,7EB,8,06421D0000010200
408710,7E3,8,02B0020000000000
408732,7E3,8,3007000000000000
408762,7E3,8,02B0030000000000
408800,123,2,ABCD
408817,7E3,8,02B0040000000000
408859,7E3,8,3007000000000000
408900,501,8,0EA80E9702A202A0
408940,7EB,8,2100000000000000
408957,7E3,8,02B00B0000000000
408973,7EB,8,102BF00B00000000
409006,6B1,8,00DC0010191900D7
409021,7E3,8,02B0060000000000
409054,7EB,8,102BF00600000000
409069,7E3,8,0103000000000000
409126,7E3,8,0107000000000000
409141,7E3,8,0402010102000000
409158,7EB,8,0642010000010200
409174,7E3,8,0402020102000000
409209,7E3,8,0402030102000000
409224,7E3,8,0402050102000000
409250,501,8,0E9F0E97029F02A2
409266,7E3,8,0402070102000000
409281,7E3,8,0402080102000000
409305,490,3,900000
409320,7E3,8,04020A0102000000
409337,7EB,8,06420A0000010200
409367,501,8,0EB00E9802A402A3
409383,7EB,8,06420B0000010200
409400,6B1,8,00DC0010191900D7
409415,7EB,8,06420C0000010200
409431,7EB,8,06420D0000010200
409447,600,1,01
409479,501,8,0E9D0E98029C029A
409495,490,3,900000
409516,6B1,8,00DC0010191900D7
409531,7EB,8,0642100000010200
409547,7E3,8,0402110102000000
409576,7EB,8,0642110000010200
409598,0t,7,EB80642130000010
409614,6B1,8,00DC0010191900D7
409630,7E3,8,0402150102000000
409645,7EB,8,0642150000010200
409662,7E3,8,0402160102000000
409678,7EB,8,0642160000010200
409703,490,3,900000
409727,6B1,8,00DC0010191900D7
409744,200,1,48
409760,7E3,8,04021A0102000000
409775,123,2,ABCD
409792,490,3,900000
409808,7EB,8,06421C0000010200
409823,6B1,8,00DC0010191900D7
409840,D00,0,00
409856,7E3,8,02B0020000000000
409898,7E3,8,3007000000000000
409914,7EB,8,102BF00300000000
409940,7E3,8,3007000000000000
409971,501,8,0EA80E9702A8029E
410006,200,1,48
410023,7E3,8,02B0080000000000
410038,7EB,8,102BF00800000000
410110,7E3,8,3007000000000000
410139,6B1,8,00DC0010191900D7
410155,7E3,8,02B0060000000000
410172,7EB,8,102BF00600000000
410215,490,3,900000
410244,7E3,8,0103000000000000
410259,7EB,8,0247000000000000
410275,7E3,8,010A000000000000
410292,490,3,900000
410321,7E3,8,0402000102000000
410336,000,,t7
410364,7E3,8,0402020102000000
410380,123,2,ABCD
410411,490,3,900000
410428,7E3,8,0402050102000000
410444,6B1,8,00DC0010191900D7
410476,7E3,8,0402060102000000
410497,200,1,48
410512,7E3,8,0402090102000000
410529,7EB,8,0642090000010200
410555,6B1,8,00DC0010191900D7
410572,7E3,8,04020B0102000000
410588,490,3,900000
410604,7E3,8,04020C0102000000
410619,7E3,8,04020D0102000000
410636,7E3,8,04020E0102000000
410652,6B1,8,00DC0010191900D7
410667,7EB,8,06420F0A06010200
410695,7E3,8,0402100102000000
410711,7EB,8,0642110000010200
410728,7E3,8,0402120102000000
410743,7EB,8,0642120000010200
410772,6B1,8,00DC0010191900D7
410801,7EB,8,0642140000010200
410817,7EB,8,0642160000010200
410834,7EB,8,0642170000010200
410864,7EB,8,0642180000010200
410912,7EB,8,06421A0000010200
410928,7E3,8,04021D0102000000
410945,600,1,01
410974,7E3,8,02B0020000000000
411002,200,1,48
411018,7E3,8,02B0030000000000
411035,501,8,0EA40E9C02AC02A4
411065,7E3,8,3007000000000000
411095,7E3,8,02B0040000000000
411120,7EB,8,2100000000000000
411137,7E3,8,02B0080000000000
411158,7E3,8,3007000000000000
411207,6B1,8,00DC0010191900D7
411222,7E3,8,02B0060000000000
411238,200,1,48
411281,7E3,8,3007000000000000
411297,7E3,8,0103000000000000
411313,7E3,8,0107000000000000
411329,7E3,8,010A000000000000
411345,7EB,8,044A010A06000000
411360,7E3,8,0402000102000000
411377,123,2,ABCD
411406,7E3,8,0201010000000000
411437,7E3,8,0402020102000000
411454,7EB,8,0642020000010200
411470,7E3,8,0402030102000000
411496,7E3,8,0402040102000000
411523,501,8,0E9F0E9702A002A3
411538,7EB,8,0642060000010200
411571,7E3,8,0402070102000000
411586,6B1,8,00DC0010191900D7
411603,7E3,8,0402080102000000
411619,7E3,8,0402090102000000
411634,501,8,0E9F0E9C02A402A0
411650,7E3,8,04020A0102000000
411667,7E3,8,04020B0102000000
411710,7E3,8,04020C0102000000
411725,7EB,8,06420D0000010200
411742,7E3,8,04020E0102000000
411758,501,8,0EA80E9C02A102A2
411774,123,2,ABCD
411807,7E3,8,0402100102000000
411823,7E3,8,0402120102000000
411856,7E3,8,0402130102000000
411871,501,8,0EA40E9702A3029A
411899,7E3,8,0402140102000000
411914,7E3,8,0402150102000000
411930,7EB,8,0642150000010200
411947,600,1,01
411962,7EB,8,0642160000010200
412001,7E3,8,0402170102000000
412017,7E3,8,0402190102000000
412032,7EB,8,0642190000010200
412082,000,,t7
412097,7E3,8,04021C0102000000
412128,7t,5,0180EA10E9C0
412145,7E3,8,02B0020000000000
412160,7E3,8,3007000000000000
412179,7EB,8,2100000000000000
412195,7E3,8,02B0030000000000
412221,6B1,8,00DC0010191900D7
412261,501,8,0EA10E97029C029D
412277,7E3,8,02B0080000000000
412303,490,3,900000
412319,6B1,8,00DC0010191900D7
412334,7EB,8,102BF00B00000000
412351,7E3,8,3007000000000000
412370,7EB,8,2100000000000000
412401,7E3,8,0201010000000000
412418,6B1,8,00DC0010191900D7
412434,7EB,8,102BF00600000000
412466,7E3,8,3007000000000000
412494,200,1,48
412510,7E3,8,0107000000000000
412526,6B1,8,00DC0010191900D7
412555,7EB,8,044A010A06000000
412572,7EB,8,0642010000010200
412597,490,3,900000
412612,7E3,8,0402030102000000
412640,6B1,8,00DC0010191900D7
412655,7E3,8,0402060102000000
412671,7E3,8,0402070102000000
412688,490,3,900000
412703,7E3,8,0402080102000000
412719,000,0,10
412745,6B1,8,00DC0010191900D7
412761,7E3,8,04020B0102000000
412776,7E3,8,04020C0102000000
412792,490,3,900000
412809,7E3,8,04020D0102000000
412824,7E3,8,04020E0102000000
412840,6B1,8,00DC0010191900D7
412857,7E3,8,04020F0102000000
412894,7E3,8,0402100102000000
412910,7EB,8,0642110000010200
