4-30-2018-7:20:45109,501,8,0E8A0E9402B502D3
33271,123,2,ABCD
33304,6B1,8,00DC0007191900CE
33367,490,3,900000
33399,6B1,8,00DC0007191900CE
33415,200,1,4A
33464,490,3,900000
33479,123,2,ABCD
33495,501,8,0E660EA0033D0398
33512,6B1,8,00DC0007191900CE
33560,490,3,900000
33607,6B1,8,00DC0007191900CE
33655,600,1,01
33670,123,2,ABCD
33718,6B1,8,00DC0007191900CE
33735,501,8,0C690C9402A602A0
33767,490,3,901D11
33815,6B1,8,00DC0007191900CE
33847,501,8,06B1072502A0029E
33863,490,3,90FE7F
33878,123,2,ABCD
33911,200,1,0A
33926,6B1,8,00DC0007191900CE
33959,490,3,90FE7F
33974,501,8,0A180A3402A402A4
34023,6B1,8,00DC0007191900CE
34055,490,3,90D73F
34071,123,2,ABCD
34102,501,8,07C4084D02A102A6
34134,6B1,8,00DC0005191900CC
34150,600,1,01
34167,200,1,0A
34215,501,8,04ED066D02A102A4
34231,6B1,8,00DC0001191900C8
34262,490,3,90FE7F
34279,123,2,ABCD
34342,501,8,02ED05E602A502A7
34358,490,3,90FE7F
34406,200,1,1A
34438,6B1,8,00DC0001191900C8
34454,501,8,0318054002A302A8
34470,123,2,ABCD
34550,6B1,8,00DC0002191900C9
34566,490,3,90FE7F
34583,501,8,0411053602A502A3
34647,6B1,8,00DC0003191900CA
34662,200,1,1A
34678,123,2,ABCD
34695,501,8,06BE074902A802A9
34758,6B1,8,00DC0004191900CB
34822,501,8,0808085402A002A8
34853,6B1,8,00DC0005191900CC
34870,123,2,ABCD
34902,200,1,0A
34934,501,8,05F9070802A002A3
34965,490,3,90FE7F
35071,501,8,04A2065002A402A8
35152,600,1,01
35167,6B1,8,00DC0007191900CE
35184,501,8,04F505F302A802A0
35263,490,3,90FE7F
35279,6B1,8,00DC0007191900CE
35296,501,8,0508060902A502A1
35359,490,3,90FE7F
35375,6B1,8,00DC0004191900CB
35406,200,1,1A
35423,501,8,0538061502A702AA
35454,490,3,90FE7F
35471,123,2,ABCD
35487,6B1,8,00DC0005191900CC
35535,501,8,05B70644029F02A6
35551,490,3,90FE7F
35583,6B1,8,00DC0006191900CD
35647,600,1,01
35666,501,8,0AE80B0802A002A0
35682,123,2,ABCD
35763,490,3,90802F
35778,501,8,088308F502A702B0
35795,6B1,8,00DC0007191900CE
35859,490,3,90065C
35874,123,2,ABCD
35890,6B1,8,00DC0007191900CE
35907,200,1,0A
35955,490,3,90FE7F
36002,6B1,8,00DC0007191900CE
36018,501,8,0562068102A6029A
36050,490,3,90FE7F
36082,123,2,ABCD
36098,6B1,8,00DC0007191900CE
36130,501,8,046305F602A602AC
36146,600,1,01
36162,200,1,0A
36212,6B1,8,00DC0007191900CE
36259,501,8,04B5063002A102A0
36273,123,2,ABCD
36306,6B1,8,00DC0007191900CE
36354,490,3,90FE7F
36371,501,8,050905D002A702A1
36402,200,1,0A
36418,6B1,8,00DC0008191900CF
36451,490,3,90FE7F
36466,210,3,90FE7F
36481,123,2,ABCD
36498,501,8,060806A4029A02BE
36514,6B1,8,00DC0008191900CF
36562,490,3,90FE7F
36626,501,8,0B760BB002A702AB
36658,600,1,01
36675,123,2,ABCD
36722,6B1,8,00DC0008191900CF
36737,501,8,09EA0A2C02A302A6
36753,490,3,90F341
36834,6B1,8,00DC0008191900CF
36866,490,3,90F341
36882,123,2,ABCD
36913,200,1,0A
36930,6B1,8,00DC0008191900CF
36961,490,3,904968
36978,501,8,0772078D029F02A3
37042,6B1,8,00DC0008191900CF
37057,490,3,90A474
37073,123,2,ABCD
37105,501,8,0704073C029B02A3
37138,6B1,8,00DC0000191900C7
37153,600,1,01
37217,501,8,07AD083E02A102AC
37248,6B1,8,00DC0000191900C7
37265,490,3,907A6B
37281,123,2,ABCD
37344,501,8,069F075402A702A5
37361,490,3,90177F
37411,200,1,0A
37468,6B1,8,00DC0000191900C7
37484,123,2,ABCD
37563,490,3,90FE7F
37580,501,8,06750704029E0298
37643,600,1,01
37672,200,1,0A
37705,501,8,068A06F7029F0298
37754,490,3,90FE7F
37769,6B1,8,00DC0000191900C7
37817,501,8,0632070002AB02A8
37865,490,3,90FE7F
37880,123,2,ABCD
37912,200,1,0A
37944,501,8,06D2072C02A902A2
37960,490,3,90A67E
37977,6B1,8,00DC0000191900C7
38056,490,3,90A67E
38071,123,2,ABCD
38088,6B1,8,00DC0000191900C7
38152,600,1,01
38183,501,8,0812086702A502AB
38264,490,3,90F165
38279,123,2,ABCD
38296,6B1,8,00DC0000191900C7
38360,490,3,900000
38391,6B1,8,00DC0000191900C7
38408,200,1,4A
38424,501,8,0E7B0EF00D2F0E9A
38455,490,3,900000
38472,123,2,ABCD
38503,6B1,8,00DC0000191900C7
38536,501,8,0E700EF50D2B0ED8
38551,490,3,900000
38599,6B1,8,00DC0000191900C7
38649,600,1,01
38670,200,1,4A
38685,123,2,ABCD
38701,6B1,8,00DC0000191900C7
38749,490,3,900000
38781,501,8,0E6B0EF00CEF0ECA
38813,6B1,8,00DC0001191900C8
38861,490,3,900000
38878,123,2,ABCD
38893,501,8,0E5E0EF70DD70F92
38909,200,1,4A
38957,490,3,900000
39021,6B1,8,00DC0003191900CA
39053,490,3,900000
39086,123,2,ABCD
39117,6B1,8,00DC0004191900CB
39135,501,8,0E6B0EF40E220FEA
39148,600,1,01
39165,601,4,00010000
39229,6B1,8,00DC0005191900CC
39261,490,3,900000
39277,123,2,ABCD
39325,6B1,8,00DC0006191900CD
39356,490,3,900000
39390,501,8,0E5F0EF40DF70FCB
39404,200,1,4A
39437,6B1,8,00DC0007191900CE
39452,490,3,900000
39485,123,2,ABCD
39500,501,8,0E500EF40DF40FBE
39533,6B1,8,00DC0008191900CF
39564,490,3,900000
39629,501,8,0E5F0EF40D7B0F7A
39645,6B1,8,00DC0009191900D0
39660,200,1,4A
39676,123,2,ABCD
39741,501,8,0E5F0EF10B610D52
39756,490,3,900000
39851,6B1,8,00DC000B191900D2
39868,501,8,0E740EE009CF0BBE
39884,123,2,ABCD
39899,200,1,4A
39948,6B1,8,00DC000C191900D3
39980,501,8,0E7C0EE009030B08
40059,6B1,8,00DC000D191900D4
40076,123,2,ABCD
40107,501,8,0E7A0EE007DF09BA
40169,600,1,01
40217,501,8,0E680ED507AB097A
40248,490,3,900000
40265,6B1,8,00DC000E191900D5
40280,123,2,ABCD
40344,501,8,0E7F0ED6075C0926
40360,490,3,900000
40408,200,1,4A
40456,490,3,900000
40473,6B1,8,00DC000E191900D5
40488,123,2,ABCD
40552,490,3,900000
40568,6B1,8,00DC000E191900D5
40585,501,8,0E700ED404AF05F4
40648,600,1,01
40664,200,1,4A
40681,6B1,8,00DC000E191900D5
40696,501,8,0E5A0EA604360546
40760,490,3,900000
40776,6B1,8,00DC000E191900D5
40824,501,8,0E460EA0035B03EC
40856,490,3,900000
40888,123,2,ABCD
40903,200,1,4A
40937,501,8,0E500E8C035203D2
40951,490,3,900000
40984,6B1,8,00DC000E191900D5
41048,490,3,900000
41064,501,8,0E680EA003820423
41080,123,2,ABCD
41096,6B1,8,00DC000E191900D5
41144,600,1,01
41159,200,1,4A
41176,501,8,0E630E970397043A
41192,6B1,8,00DC000D191900D4
41256,490,3,900000
41288,123,2,ABCD
41304,501,8,0E530E94035503D0
41352,490,3,900000
41400,200,1,4A
41431,501,8,0E3B0E7F029E02A4
41448,490,3,900000
41464,210,3,900000
41479,123,2,ABCD
41512,6B1,8,00DC000D191900D4
41544,501,8,0E280E5702A302A9
41560,490,3,900000
41624,6B1,8,00DC000D191900D4
41656,600,1,01
41671,501,8,0DA40DF7029D02A5
41687,123,2,ABCD
41719,6B1,8,00DC000D191900D4
41751,490,3,900000
41783,501,8,0C6B0C9C02A602A0
41831,6B1,8,00DC000D191900D4
41864,490,3,90BA10
41879,123,2,ABCD
41913,501,8,0C300C7D02A302A6
41927,6B1,8,00DC000D191900D4
41959,490,3,903B14
42022,501,8,0C5F0CBC02A0029F
42039,6B1,8,00DC000D191900D4
42055,490,3,90F40F
42087,123,2,ABCD
42134,6B1,8,00DC000D191900D4
42163,501,8,0C5F0CB402A702AE
42244,6B1,8,00DC000D191900D4
42259,490,3,904410
42292,123,2,ABCD
42340,6B1,8,00DC000D191900D4
42355,490,3,90151B
42388,501,8,0AAB0B1C02A202A3
42404,200,1,0A
42452,6B1,8,00DC000D191900D4
42485,123,2,ABCD
42500,501,8,0A660AD402A602A3
42548,6B1,8,00DC000C191900D3
42627,501,8,0A7B0B1002A60295
42643,600,1,01
42665,200,1,0A
42680,123,2,ABCD
42744,501,8,0B080B6C02A602A8
42762,490,3,90602A
42856,490,3,90602A
42871,501,8,0AFA0B6C02A002A4
42888,123,2,ABCD
42904,200,1,0A
42952,490,3,90EC2A
42967,6B1,8,00DC000B191900D2
42984,501,8,0B080B6402AC02A4
43048,490,3,90AF2A
43064,6B1,8,00DC000B191900D2
43079,123,2,ABCD
43112,501,8,0B050B6C02AC0293
43144,600,1,01
43160,200,1,0A
43175,6B1,8,00DC000B191900D2
43223,501,8,0AE00B5A02A702A4
43256,490,3,90A32C
43287,6B1,8,00DC000B191900D2
43351,501,8,0B2A0B8C02A602A5
43383,6B1,8,00DC000A191900D1
43399,200,1,0A
43447,490,3,90CE27
43464,501,8,0B500BB402A5029E
43479,123,2,ABCD
43495,6B1,8,00DC000A191900D1
43559,490,3,90C624
43591,501,8,0BF00C5402AA02A3
43655,600,1,01
43687,123,2,ABCD
43703,6B1,8,00DC000A191900D1
43751,490,3,901618
43799,6B1,8,00DC000A191900D1
43830,501,8,0C0A0C6402A602A0
43847,490,3,90AF16
43863,000,0,0
43894,123,2,ABCD
43911,6B1,8,00DC000A191900D1
43942,501,8,0C0A0C6402A702A2
43959,490,3,90AF16
44007,6B1,8,00DC000A191900D1
44054,490,3,90AF16
44071,501,8,0BF20C6402A502A5
44086,123,2,ABCD
44119,6B1,8,00DC000B191900D2
44150,600,1,01
44183,501,8,0BFD0C6402A002A0
44214,6B1,8,00DC000B191900D2
44262,490,3,903117
44294,123,2,ABCD
44310,501,8,0C200C6002A10296
44327,6B1,8,00DC000B191900D2
44358,490,3,90FB15
44406,200,1,0A
44422,6B1,8,00DC000B191900D2
44454,490,3,904517
44487,123,2,ABCD
44534,6B1,8,00DC000B191900D2
44550,501,8,0BD80C4502A3029D
44630,6B1,8,00DC000B191900D2
44647,600,1,01
44662,501,8,0BD00C3402A202A3
44694,123,2,ABCD
44742,6B1,8,00DC000A191900D1
44758,490,3,90D01A
44790,501,8,0BBA0C2002A602A2
44838,6B1,8,00DC000A191900D1
44854,490,3,90721C
44886,123,2,ABCD
44902,200,1,0A
44950,6B1,8,00DC000A191900D1
45030,501,8,0B9E0C1002A702A4
45046,6B1,8,00DC000A191900D1
45061,601,4,00000000
45094,123,2,ABCD
45142,600,1,01
45162,6B1,8,00DC000A191900D1
45259,490,3,901B1D
45274,501,8,0BB50C1702A102AA
45290,123,2,ABCD
45355,490,3,90FD1C
45386,501,8,0BD20C3C02A40292
45403,200,1,0A
45450,490,3,906C1A
45466,6B1,8,00DC000A191900D1
45482,123,2,ABCD
45514,501,8,0BD00C30028F02A0
45546,490,3,90F71A
45561,6B1,8,00DC000A191900D1
45626,501,8,0BCA0C2C02AE02AA
45642,600,1,01
45658,200,1,0A
45674,6B1,8,00DC000A191900D1
45690,123,2,ABCD
45754,501,8,0BD30C3C029D029C
45770,6B1,8,00DC000A191900D1
45850,490,3,90621A
45866,501,8,0BD60C3402A202A6
45881,6B1,8,00DC000A191900D1
45898,BCD,,t2
45946,490,3,90941A
45962,601,4,00000000
45977,6B1,8,00DC000A191900D1
45994,501,8,0BDD0C40029102A4
46058,490,3,90D719
46089,6B1,8,00DC0009191900D0
46106,501,8,0BEA0C3702A4029E
46153,600,1,01
46185,6B1,8,00DC0009191900D0
46233,501,8,0BD80C3C02A7029F
46249,490,3,90301A
46298,123,2,ABCD
46345,501,8,0C080C5402A502A4
46361,490,3,906217
46393,6B1,8,00DC0009191900D0
46409,200,1,0A
46457,490,3,906217
46473,501,8,0C110C5502A30296
46489,123,2,ABCD
46505,6B1,8,00DC0009191900D0
46553,490,3,90FE16
46585,501,8,0C0A0C74029E0294
46601,6B1,8,00DC0009191900D0
46649,600,1,01
46696,123,2,ABCD
46713,501,8,0C260C7C02A202A2
46761,490,3,90A914
46809,6B1,8,00DC000A191900D1
46825,501,8,0C490C9602A102A3
46856,490,3,904912
46890,123,2,ABCD
46904,200,1,0A
46921,6B1,8,00DC000A191900D1
46952,501,8,0C610CA002A302B0
47017,6B1,8,00DC000A191900D1
47048,490,3,90F610
47064,501,8,0C650CBD02A402A2
47097,123,2,ABCD
47129,6B1,8,00DC000A191900D1
47145,600,1,01
47160,903,9,0AE0Ft6
47193,501,8,0C790CB402A002A1
47224,6B1,8,00DC000A191900D1
47256,490,3,90400F
47289,123,2,ABCD
47304,501,8,0CD00D1C02A002A0
47338,6B1,8,00DC000A191900D1
47352,490,3,90D207
47399,200,1,0A
47432,501,8,0CD10D2402A402A6
47449,490,3,907907
47496,123,2,ABCD
47544,6B1,8,00DC000B191900D2
47559,490,3,907907
47641,600,1,01
47655,200,1,0A
47672,501,8,0CDF0D3002A502A8
47688,123,2,ABCD
47752,6B1,8,00DC000C191900D3
47800,501,8,0D180D36029E02AD
47848,490,3,900004
47897,123,2,ABCD
47911,501,8,0CEA0D3602A602A4
47959,490,3,90CC05
48039,501,8,0CF50D3E02A602A8
48056,490,3,900F05
48071,6B1,8,00DC000C191900D3
48088,123,2,ABCD
48162,600,1,01
48258,490,3,900F05
48273,6B1,8,00DC000C191900D3
48289,123,2,ABCD
48353,490,3,900F05
48368,6B1,8,00DC000C191900D3
48401,501,8,0CF30D44029C02A8
48449,490,3,90E704
48480,6B1,8,00DC000C191900D3
48497,123,2,ABCD
48513,501,8,0D010D54029E02A4
48545,490,3,90BC03
48576,6B1,8,00DC000C191900D3
48641,501,8,0D200D6002A5029E
48657,200,1,0A
48688,6B1,8,00DC000C191900D3
48753,490,3,900F02
48784,6B1,8,00DC000C191900D3
48848,490,3,90CA01
48880,501,8,0D200D6402A902AE
48896,123,2,ABCD
48944,490,3,90E801
48992,501,8,0D300D7D02A3029E
49056,490,3,905000
49088,123,2,ABCD
49104,6B1,8,00DC000C191900D3
49119,501,8,0D320D8402A002A6
49152,600,1,01
49216,180,0,DC
49231,501,8,0D390D9402AC02A0
49248,490,3,900000
49296,123,2,ABCD
49312,6B1,8,00DC000C191900D3
49343,490,3,900000
49360,014,0,00
49408,200,1,0A
49424,6B1,8,00DC000C191900D3
49456,490,3,900000
49472,501,8,0D490D9402A302A3
49487,123,2,ABCD
49520,6B1,8,00DC000C191900D3
49551,490,3,900000
49599,501,8,0D500D94029E02A1
49631,6B1,8,00DC000C191900D3
49647,600,1,01
49695,123,2,ABCD
49711,501,8,0D470DA402A402A6
49727,6B1,8,00DC000C191900D3
49759,490,3,900000
49839,6B1,8,00DC000C191900D3
49855,490,3,900000
49903,123,2,ABCD
49934,6B1,8,00DC000C191900D3
49951,490,3,900000
50048,6B1,8,00DC000C191900D3
50079,501,8,0D560DB0029E02AE
50094,123,2,ABCD
50142,6B1,8,00DC000C191900D3
50159,200,1,0A
50190,501,8,0D500DB602A502A8
50254,6B1,8,00DC000C191900D3
50302,123,2,ABCD
50320,501,8,0D490DB402A002A3
50350,490,3,900000
50398,200,1,0A
50431,501,8,0D530DB502A9029C
50446,490,3,900000
50462,6B1,8,00DC000C191900D3
50494,123,2,ABCD
50568,490,3,900000
50649,600,1,01
50664,6B1,8,00DC000C191900D3
50680,501,8,0D490DC502A402A8
50697,123,2,ABCD
50744,490,3,900000
50776,6B1,8,00DC000C191900D3
50792,501,8,0D500DD002AC02A6
50855,490,3,900000
50872,6B1,8,00DC000C191900D3
50888,123,2,ABCD
50903,200,1,0A
50921,501,8,0D580DBC029202A6
50951,490,3,900000
50984,6B1,8,00DC000C191900D3
51032,501,8,0D3D0DB402A502A6
51048,490,3,900000
51080,6B1,8,00DC000C191900D3
51096,123,2,ABCD
51144,600,1,01
51160,501,8,0D010D7002A102A0
51192,6B1,8,00DC000C191900D3
51255,490,3,90A702
51271,501,8,0CDC0D5602A702A8
51288,6B1,8,00DC000C191900D3
51304,123,2,ABCD
51352,490,3,901B05
51400,6B1,8,00DC000C191900D3
51449,490,3,909A08
51495,6B1,8,00DC000C191900D3
51511,501,8,0C960CEC029B02A8
51543,490,3,90F20B
51606,6B1,8,00DC000B191900D2
51639,501,8,0BD60C20029F02A0
51655,200,1,0A
51703,123,2,ABCD
51752,490,3,905A1B
51814,6B1,8,00DC0009191900D0
51847,490,3,904E1A
51878,501,8,0C030C5702A502AA
51895,123,2,ABCD
51910,6B1,8,00DC0009191900D0
51943,490,3,907617
51990,501,8,0C000C6402A802A2
52022,6B1,8,00DC0009191900D0
52055,490,3,901317
52103,123,2,ABCD
52119,501,8,0BFD0C6002AC0298
52150,600,1,01
52230,6B1,8,00DC0009191900D0
52246,501,8,0C000C5602A702A4
52294,123,2,ABCD
52326,6B1,8,00DC0009191900D0
52358,490,3,909E17
52406,200,1,0A
52438,6B1,8,00DC0009191900D0
52454,490,3,909B16
52486,501,8,0C1F0C7C029C02A0
52502,123,2,ABCD
52533,6B1,8,00DC0009191900D0
52550,490,3,90EF14
52598,501,8,0C440C8402A102A2
52658,6B1,8,00DC0009191900D0
52691,123,2,ABCD
52722,501,8,0C4B0C9202A30298
52739,6B1,8,00DC0009191900D0
52755,490,3,905D12
52835,501,8,0C4C0C94029D02A3
52851,6B1,8,00DC0009191900D0
52899,123,2,ABCD
52947,490,3,903F12
52962,501,8,0C520C9002A002A1
53043,490,3,902B12
53059,6B1,8,00DC000A191900D1
53074,501,8,0C900CCC029D029E
53108,123,2,ABCD
53138,600,1,01
53168,200,1,0A
53200,501,8,0D550DD00298029B
53248,490,3,900000
53264,6B1,8,00DC000A191900D1
53296,123,2,ABCD
53312,501,8,0DC80E04029E02A2
53345,490,3,900000
53376,00D,C,800DC
53408,200,1,0A
53439,501,8,0E180E4C029D029E
53456,490,3,900000
53472,6B1,8,00DC000C191900D3
53504,123,2,ABCD
53553,490,3,900000
53584,6B1,8,00DC000C191900D3
53647,600,1,01
53680,501,8,0E800E9402F50310
53695,123,2,ABCD
53743,490,3,900000
53791,6B1,8,00DC000C191900D3
53807,501,8,0E7A0E9C02F60333
53856,490,3,900000
53887,6B1,8,00DC000C191900D3
53903,123,2,ABCD
53919,501,8,0E700E9C02AC02B3
53951,490,3,900000
53999,6B1,8,00DC000C191900D3
54047,501,8,0E8B0E9C02D702F5
54095,6B1,8,00DC000C191900D3
54145,600,1,01
54159,501,8,0E780EB004F50574
54207,6B1,8,00DC000C191900D3
54254,490,3,900000
54287,501,8,0E770E9C05110588
54302,123,2,ABCD
54351,490,3,900000
54400,200,1,4A
54415,6B1,8,00DC000C191900D3
54447,490,3,900000
54495,123,2,ABCD
54512,6B1,8,00DC000C191900D3
54527,501,8,0E7A0EA0043404C3
54543,490,3,900000
54622,6B1,8,00DC000C191900D3
54639,501,8,0E780EA603BE044A
54654,200,1,4A
54702,123,2,ABCD
54718,6B1,8,00DC000C191900D3
54752,490,3,900000
54766,501,8,0E7C0E9C0333038B
54830,6B1,8,00DC000C191900D3
54847,490,3,900000
54878,501,8,0E810E9C0317037E
54894,200,1,4A
54926,6B1,8,00DC000C191900D3
54942,490,3,900000
55008,501,8,0E830EA403290348
55038,6B1,8,00DC000C191900D3
55054,490,3,900000
55102,123,2,ABCD
55118,501,8,0E7E0E9C030C034B
55134,6B1,8,00DC000C191900D3
55150,200,1,4A
55257,6B1,8,00DC000C191900D3
55305,123,2,ABCD
55338,6B1,8,00DC000C191900D3
55354,490,3,900000
55402,200,1,4A
55450,6B1,8,00DC000C191900D3
55482,501,8,0E900EA002CB02FE
55498,123,2,ABCD
55546,490,3,900000
55594,501,8,0E850EA402C302E7
55642,600,1,01
55658,6B1,8,00DC000C191900D3
55706,123,2,ABCD
55721,501,8,0E900EA402D30306
55754,490,3,900000
55850,501,8,0E820EA502DD030A
55865,6B1,8,00DC000C191900D3
55897,200,1,4A
55945,490,3,900000
55962,501,8,0E840EA402D80303
56041,490,3,900000
56072,6B1,8,00DC000C191900D3
56089,501,8,0E850EA402E70311
56105,123,2,ABCD
56137,600,1,01
56153,200,1,4A
56169,6B1,8,00DC000C191900D3
56201,501,8,0E7F0EA503160368
56249,490,3,900000
56280,6B1,8,00DC000C191900D3
56297,123,2,ABCD
56328,501,8,0E840EA003230379
56346,490,3,900000
56377,6B1,8,00DC000C191900D3
56392,200,1,4A
56440,501,8,0E900EA4032C035A
56457,000,0,0
56488,6B1,8,00DC000C191900D3
56505,123,2,ABCD
56552,490,3,900000
56570,501,8,0E890EA4032A035E
56600,191,9,00D3
56633,600,1,01
56648,200,1,4A
56681,501,8,0E900EA40302033E
56696,6B1,8,00DC000C191900D3
56744,490,3,900000
56809,6B1,8,00DC000C191900D3
56856,490,3,900000
56904,200,1,4A
56920,501,8,0E820EA402FC0324
56952,490,3,900000
57016,6B1,8,00DC000C191900D3
57048,501,8,0E7C0EA40302033C
57096,123,2,ABCD
57113,6B1,8,00DC000C191900D3
57143,600,1,01
57160,501,8,0E840EA502F1034E
57224,6B1,8,00DC000C191900D3
57240,490,3,900000
57255,000,,t2
57288,501,8,0E920EA402F20328
57303,123,2,ABCD
57321,6B1,8,00DC000C191900D3
57351,490,3,900000
57399,200,1,4A
57432,6B1,8,00DC000C191900D3
57448,490,3,900000
57496,123,2,ABCD
57528,501,8,0E8A0EA602E70324
57544,490,3,900000
57641,6B1,8,00DC000C191900D3
57655,200,1,4A
57703,123,2,ABCD
57736,6B1,8,00DC000C191900D3
57752,490,3,900000
57767,501,8,0E940EA502D00302
57848,6B1,8,00DC000C191900D3
57879,501,8,0E880EA402CF02F8
57895,200,1,4A
57911,123,2,ABCD
57943,6B1,8,00DC000C191900D3
58008,501,8,0E810EA402CF02E9
58055,6B1,8,00DC000C191900D3
58103,123,2,ABCD
58118,501,8,0E8C0EA002CD02EA
58135,600,1,01
58161,200,1,4A
58241,501,8,0E850E9D02C502EA
58257,6B1,8,00DC000C191900D3
58305,123,2,ABCD
58353,490,3,900000
58368,501,8,0E830EA402C602EE
58401,200,1,4A
58449,490,3,900000
58465,6B1,8,00DC000C191900D3
58480,501,8,0E900EA402C502D6
58496,123,2,ABCD
58546,490,3,900000
58561,6B1,8,00DC000C191900D3
58609,501,8,0E7E0EA402C902EE
58640,600,1,01
58656,601,4,00010000
58673,6B1,8,00DC000C191900D3
58704,123,2,ABCD
58721,501,8,0E900EA502C902F2
58752,490,3,900000
58769,6B1,8,00DC000C191900D3
58848,501,8,0E800EA002C602F6
58879,6B1,8,00DC000C191900D3
58896,200,1,4A
58912,123,2,ABCD
58944,490,3,900000
58960,501,8,0E900EB002C502E6
58977,6B1,8,00DC000C191900D3
59056,490,3,900000
59087,501,8,0E7D0EA402AB02AA
59104,123,2,ABCD
59137,600,1,01
59152,200,1,4A
59184,6B1,8,00DC000C191900D3
59199,501,8,0E850EA402DC0301
59247,490,3,900000
59295,6B1,8,00DC000C191900D3
59312,123,2,ABCD
59328,501,8,0E7B0EA4032F0356
59344,490,3,900000
59392,200,1,4A
59440,501,8,0E730EA4034A037A
59503,6B1,8,00DC000C191900D3
59552,490,3,900000
59567,501,8,0E800EA4035F038E
59600,6B1,8,00DC000C191900D3
59632,600,1,01
59648,200,1,4A
59679,501,8,0E880EA002B702D0
59711,123,2,ABCD
59745,490,3,900000
59808,501,8,0E840EA402A802AC
59839,490,3,900000
59904,200,1,4A
59919,6B1,8,00DC000C191900D3
59952,490,3,900000
60031,6B1,8,00DC000C191900D3
60048,501,8,0E830EA4037D03AC
60112,123,2,ABCD
60127,6B1,8,00DC000C191900D3
60143,600,1,01
60159,501,8,0E880EA403C703F2
60239,6B1,8,00DC000C191900D3
60255,210,3,900000
60287,501,8,0E9B0EA4048204CE
60304,123,2,ABCD
60335,6B1,8,00DC000B191900D2
60351,490,3,900000
60399,200,1,4A
60447,6B1,8,00DC000B191900D2
60511,123,2,ABCD
60527,501,8,0E890EA7056F05E2
60542,6B1,8,00DC000B191900D2
60656,600,1,01
60702,123,2,ABCD
60752,490,3,900000
60767,501,8,0E860E94029F029C
60847,490,3,900000
60863,6B1,8,00DC000B191900D2
60895,180,E,0180E
60911,123,2,ABCD
60943,490,3,900000
60958,6B1,8,00DC000B191900D2
61007,501,8,0E850EA702A202BE
61039,490,3,900000
61070,6B1,8,00DC000B191900D2
61103,123,2,ABCD
61135,501,8,0E8A0EA702A302C6
61152,200,1,4A
61166,6B1,8,00DC000B191900D2
61247,490,3,900000
61278,6B1,8,00DC000B191900D2
61311,123,2,ABCD
61342,490,3,900000
61374,501,8,0DE00E20029A02A2
61390,200,1,0A
61440,490,3,900000
61455,210,3,900000
61486,6B1,8,00DC000B191900D2
61502,123,2,ABCD
61550,490,3,908716
61582,6B1,8,00DC000B191900D2
61615,501,8,097609B802A602AA
61630,600,1,01
61646,200,1,0A
61694,6B1,8,00DC000B191900D2
61710,123,2,ABCD
61725,501,8,097F09D502A80296
61742,490,3,908049
61790,6B1,8,00DC0009191900D0
61854,039,0,80
61902,200,1,0A
61950,490,3,903935
61966,501,8,0A290A64029F02A2
61998,6B1,8,00DC0008191900CF
62045,490,3,90513D
62094,501,8,08C4093D029A029C
62110,6B1,8,00DC0009191900D0
62141,600,1,01
62205,501,8,07740806029C02A2
62253,490,3,90DF6F
62301,123,2,ABCD
62318,6B1,8,00DC0008191900CF
62333,501,8,072407DC029C02A6
62349,490,3,90A074
62397,200,1,0A
62413,6B1,8,00DC0007191900CE
62445,490,3,90A074
62509,123,2,ABCD
62525,6B1,8,00DC0007191900CE
62542,490,3,90CB72
62573,501,8,0768082102A2029E
62621,6B1,8,00DC0007191900CE
62636,600,1,01
62653,200,1,0A
62684,501,8,074C07F802BD02AA
62701,123,2,ABCD
62732,6B1,8,00DC0007191900CE
62751,490,3,90FA71
62813,501,8,079F084402AB02A2
62829,6B1,8,00DC0002191900C9
62844,490,3,90CA6B
62892,200,1,0A
62908,123,2,ABCD
62925,501,8,077F082002A002A0
62940,6B1,8,00DC0002191900C9
63036,6B1,8,00DC0002191900C9
63052,490,3,906F6E
63117,123,2,ABCD
63131,600,1,01
63153,6B1,8,00DC0000191900C7
63169,501,8,07A5083402B202A8
63249,490,3,902D6C
63281,501,8,06EC07C402A402AA
63313,123,2,ABCD
63344,490,3,90BE77
63392,200,1,0A
63409,501,8,06DC076602A502AA
63440,490,3,90037C
63457,6B1,8,00DC0000191900C7
63504,123,2,ABCD
63537,501,8,07E0086C029802A4
63552,6B1,8,00DC0000191900C7
63632,600,1,01
63657,200,1,0A
63705,123,2,ABCD
63738,490,3,903A5D
63769,6B1,8,00DC0000191900C7
63850,490,3,90AB5D
63866,6B1,8,00DC0000191900C7
63898,501,8,077107D802A202A0
63913,123,2,ABCD
63946,490,3,90C671
63977,6B1,8,00DC0000191900C7
64009,501,8,0745080602A902A4
64041,490,3,90B571
64073,6B1,8,00DC0000191900C7
64105,123,2,ABCD
64153,501,8,082D087C029602A2
64185,6B1,8,00DC0000191900C7
64249,490,3,901364
64281,6B1,8,00DC0000191900C7
64312,123,2,ABCD
64345,490,3,908969
64376,501,8,082A089502A002A6
64394,6B1,8,00DC0000191900C7
64441,490,3,903963
64488,501,8,07BF087802A902A8
64505,123,2,ABCD
64536,490,3,908668
64601,6B1,8,00DC0000191900C7
64616,501,8,07C60840029C02A8
64632,600,1,01
64650,200,1,0A
64696,6B1,8,00DC0000191900C7
64711,123,2,ABCD
64728,501,8,091D093802B302A3
64744,490,3,906A53
64809,6B1,8,00DC0000191900C7
64840,490,3,906A53
